id,commentary_id,commentary_key,translation,language
326,1772,2.1.26_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
327,1772,2.1.26_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
328,1783,2.1.27_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
329,1783,2.1.27_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
330,1794,2.1.28_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
331,1794,2.1.28_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
332,1805,2.1.29_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
333,1805,2.1.29_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
334,1816,2.1.30_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
335,1816,2.1.30_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
336,1827,2.1.31_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
337,1827,2.1.31_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
338,1838,2.1.32_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
339,1838,2.1.32_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
340,1849,2.1.33_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
341,1849,2.1.33_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
342,1860,2.1.34_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
343,1860,2.1.34_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
344,1871,2.1.35_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
345,1871,2.1.35_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
346,1882,2.1.36_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
347,1882,2.1.36_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
348,1893,2.1.37_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
349,1893,2.1.37_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
350,1904,2.1.38_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
351,1904,2.1.38_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
352,1915,2.2.1_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
353,1915,2.2.1_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
354,1926,2.2.2_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
355,1926,2.2.2_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
356,1937,2.2.3_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
357,1937,2.2.3_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
358,1948,2.2.4_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
359,1948,2.2.4_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
360,1959,2.2.5_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
361,1959,2.2.5_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
362,1970,2.2.6_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
363,1970,2.2.6_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
364,1981,2.2.7_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
365,1981,2.2.7_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
366,1992,2.2.8_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
367,1992,2.2.8_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
368,2003,2.2.9_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
369,2003,2.2.9_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
370,2014,2.2.10_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
371,2014,2.2.10_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
372,2025,2.2.11_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
373,2025,2.2.11_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
374,2036,2.2.12_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
375,2036,2.2.12_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
376,2047,2.2.13_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
377,2047,2.2.13_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
378,2058,2.2.14_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
379,2058,2.2.14_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
380,2069,2.2.15_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
381,2069,2.2.15_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
382,2080,2.2.16_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
383,2080,2.2.16_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
384,2091,2.2.17_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
385,2091,2.2.17_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
386,2102,2.2.18_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
387,2102,2.2.18_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
388,2113,2.2.19_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
389,2113,2.2.19_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
390,2124,2.2.20_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
391,2124,2.2.20_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
392,2135,2.2.21_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
393,2135,2.2.21_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
394,2146,2.2.22_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
395,2146,2.2.22_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
396,2157,2.2.23_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
397,2157,2.2.23_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
398,2168,2.2.24_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
399,2168,2.2.24_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
400,2179,2.2.25_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
401,2179,2.2.25_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
402,2190,2.2.26_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
403,2190,2.2.26_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
404,2201,2.2.27_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
405,2201,2.2.27_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
406,2212,2.2.28_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
407,2212,2.2.28_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
408,2223,2.2.29_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
409,2223,2.2.29_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
410,2234,2.2.30_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
411,2234,2.2.30_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
412,2245,2.2.31_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
413,2245,2.2.31_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
414,2256,2.2.32_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
415,2256,2.2.32_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
416,2267,2.2.33_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
417,2267,2.2.33_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
418,2278,2.2.34_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
419,2278,2.2.34_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
420,2289,2.2.35_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
421,2289,2.2.35_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
422,2300,2.2.36_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
423,2300,2.2.36_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
424,2311,2.2.37_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
425,2311,2.2.37_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
426,2322,2.2.38_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
427,2322,2.2.38_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
428,2333,2.2.39_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
429,2333,2.2.39_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
430,2344,2.2.40_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
431,2344,2.2.40_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
432,2355,2.2.41_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
433,2355,2.2.41_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
434,2366,2.2.42_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
435,2366,2.2.42_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
436,2377,2.2.43_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
437,2377,2.2.43_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
438,2388,2.2.44_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
439,2388,2.2.44_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
440,2399,2.2.45_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
441,2399,2.2.45_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
442,2410,2.3.1_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
443,2410,2.3.1_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
444,2421,2.3.2_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
445,2421,2.3.2_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
446,2432,2.3.3_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
447,2432,2.3.3_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
448,2443,2.3.4_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
449,2443,2.3.4_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
450,2454,2.3.5_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
451,2454,2.3.5_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
452,2465,2.3.6_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
453,2465,2.3.6_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
454,2476,2.3.7_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
455,2476,2.3.7_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
456,2487,2.3.8_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
457,2487,2.3.8_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
458,2498,2.3.9_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
459,2498,2.3.9_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
460,2509,2.3.10_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
461,2509,2.3.10_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
462,2520,2.3.11_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
463,2520,2.3.11_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
464,2531,2.3.12_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
465,2531,2.3.12_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
466,2542,2.3.13_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
467,2542,2.3.13_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
468,2553,2.3.14_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
469,2553,2.3.14_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
470,2564,2.3.15_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
471,2564,2.3.15_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
472,2575,2.3.16_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
473,2575,2.3.16_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
474,2586,2.3.17_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
475,2586,2.3.17_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
476,2597,2.3.18_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
477,2597,2.3.18_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
478,2608,2.3.19_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
479,2608,2.3.19_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
480,2619,2.3.20_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
481,2619,2.3.20_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
482,2630,2.3.21_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
483,2630,2.3.21_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
484,2641,2.3.22_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
485,2641,2.3.22_Part#1_भाष्यम्,Commentary - Write your English commentary here,en
486,2652,2.3.23_Part#1_भाष्यम्,ವ್ಯಾಖ್ಯಾನ - ಇಲ್ಲಿ ನಿಮ್ಮ ಕನ್ನಡ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆಯಿರಿ,ka
